sent_id,sentence,n_sys_triples,n_high_fidelity_triples,avg_correctness(precision),completeness(recall),f1
629,"`` If working capital financing is not provided , '' he said , `` the RTC may have to slow { S&L sales } or dump acquired assets through fire sales .",8,8,0.966,1.0,0.983
630,"`` It 's a super - exciting set of discoveries , '' says Bert Vogelstein , a Johns Hopkins University researcher who has just found a gene pivotal to the triggering of colon cancer .",10,9,0.965,0.947,0.956
631,"`` It 's a wait - and - see attitude , '' said Dave Vellante , vice president of storage research for International Data Corp .",6,6,0.981,1.0,0.99
632,"`` It 's really bizarre , '' says Albert Lerman , creative director at the Wells Rich Greene ad agency .",5,5,0.996,0.917,0.955
633,`` Most of the LBO guys do n't know how to run a business anyway . '',3,1,0.906,0.7,0.79
634,"`` Most people -- whether in Toledo , Tucson or Topeka -- have n't got a clue who we are , '' says Guy L. Smith , Philip Morris 's vice president of corporate affairs .",10,10,0.984,1.0,0.992
635,"`` Nobody told us ; nobody called us , '' says an official close to the case who asked not to be named .",9,8,0.978,1.0,0.989
636,"`` Nothing can be better than this , '' says Don Sider , owner of the West Palm Beach Tropics .",6,6,0.982,1.0,0.991
637,`` Now everything '' -- such as program trading and wide stock market swings -- `` that everyone had pushed back in their consciousness is just sitting right there . '',6,6,0.979,0.833,0.9
638,"`` The bottom line is that if we can get that { Warsaw Pact } superiority brought down to parity , we ought to keep pressing ahead as quickly as possible .",7,6,0.974,0.722,0.829
639,"`` The only people who are flying are those who have to , '' said Frank Moore , chairman of the Australian Tourist Industry Association .",7,7,0.978,1.0,0.989
640,"`` To allow this massive level of unfettered federal borrowing without prior congressional approval would be irresponsible , '' said Rep. Fortney Stark ( D. , Calif. ) , who has introduced a bill to limit the RTC 's authority to issue debt .",14,13,0.981,1.0,0.99
641,`` We were oversold and today we bounced back .,2,2,1.0,0.8,0.889
